Match,Date,Teams,Ground,Result,Team1,Team2,Winner,Win by,Chasing Team
20,2020-10-06,Mumbai Indians v Rajasthan Royals,Abu Dhabi,Mumbai Indians won by 57 Runs,Mumbai Indians,Rajasthan Royals,Mumbai Indians,57 Runs,Lost
21,2020-10-07,Chennai Super Kings v Kolkata Knight Riders,Abu Dhabi,Kolkata Knight Riders won by 10 Runs,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,10 Runs,Lost
22,2020-10-08,Punjab Kings v Sunrisers Hyderabad,Dubai,Sunrisers Hyderabad won by 69 Runs,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,69 Runs,Lost
23,2020-10-09,Delhi Capitals v Rajasthan Royals,Sharjah,Delhi Capitals won by 46 Runs,Delhi Capitals,Rajasthan Royals,Delhi Capitals,46 Runs,Lost
24,2020-10-10,Kolkata Knight Riders v Punjab Kings,Abu Dhabi,Kolkata Knight Riders won by 2 Runs,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,2 Runs,Lost
25,2020-10-10,Chennai Super Kings v Royal Challengers Bangalore,Dubai,Royal Challengers Bangalore won by 37 Runs,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,37 Runs,Lost
26,2020-10-11,Rajasthan Royals v Sunrisers Hyderabad,Dubai,Rajasthan Royals won by 5 Wickets,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,5 Wickets,Won
27,2020-10-11,Delhi Capitals v Mumbai Indians,Abu Dhabi,Mumbai Indians won by 5 Wickets,Delhi Capitals,Mumbai Indians,Mumbai Indians,5 Wickets,Won
28,2020-10-12,Kolkata Knight Riders v Royal Challengers Bangalore,Sharjah,Royal Challengers Bangalore won by 82 Runs,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,82 Runs,Lost
29,2020-10-13,Chennai Super Kings v Sunrisers Hyderabad,Dubai,Chennai Super Kings won by 20 Runs,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,20 Runs,Lost
30,2020-10-14,Delhi Capitals v Rajasthan Royals,Dubai,Delhi Capitals won by 13 Runs,Delhi Capitals,Rajasthan Royals,Delhi Capitals,13 Runs,Lost
31,2020-10-15,Punjab Kings v Royal Challengers Bangalore,Sharjah,Punjab Kings won by 8 Wickets,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,8 Wickets,Won
32,2020-10-16,Kolkata Knight Riders v Mumbai Indians,Abu Dhabi,Mumbai Indians won by 8 Wickets,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,8 Wickets,Won
33,2020-10-17,Royal Challengers Bangalore v Rajasthan Royals,Dubai,Royal Challengers Bangalore won by 7 Wickets,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,7 Wickets,Won
34,2020-10-17,Chennai Super Kings v Delhi Capitals,Sharjah,Delhi Capitals won by 5 Wickets,Chennai Super Kings,Delhi Capitals,Delhi Capitals,5 Wickets,Won
35,2020-10-18,Kolkata Knight Riders v Sunrisers Hyderabad,Abu Dhabi,Sunrisers Hyderabad won by tie,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,tie,Tie
36,2020-10-18,Punjab Kings v Mumbai Indians,Dubai,Mumbai Indians won by tie,Punjab Kings,Mumbai Indians,Mumbai Indians,tie,Tie
37,2020-10-19,Chennai Super Kings v Rajasthan Royals,Abu Dhabi,Rajasthan Royals won by 7 Wickets,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,7 Wickets,Won
38,2020-10-20,Delhi Capitals v Punjab Kings,Dubai,Punjab Kings won by 5 Wickets,Delhi Capitals,Punjab Kings,Punjab Kings,5 Wickets,Won
39,2020-10-21,Kolkata Knight Riders v Royal Challengers Bangalore,Abu Dhabi,Royal Challengers Bangalore won by 8 Wickets,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,8 Wickets,Won
40,2020-10-22,Rajasthan Royals v Sunrisers Hyderabad,Dubai,Sunrisers Hyderabad won by 8 Wickets,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,8 Wickets,Won
41,2020-10-23,Chennai Super Kings v Mumbai Indians,Sharjah,Mumbai Indians won by 10 Wickets,Chennai Super Kings,Mumbai Indians,Mumbai Indians,10 Wickets,Won
42,2020-10-24,Delhi Capitals v Kolkata Knight Riders,Abu Dhabi,Kolkata Knight Riders won by 59 Runs,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,59 Runs,Lost
43,2020-10-24,Punjab Kings v Sunrisers Hyderabad,Dubai,Punjab Kings won by 12 Runs,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,12 Runs,Lost
44,2020-10-25,Chennai Super Kings v Royal Challengers Bangalore,Dubai,Chennai Super Kings won by 8 Wickets,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,8 Wickets,Won
45,2020-10-25,Mumbai Indians v Rajasthan Royals,Abu Dhabi,Rajasthan Royals won by 8 Wickets,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,8 Wickets,Won
46,2020-10-26,Kolkata Knight Riders v Punjab Kings,Sharjah,Punjab Kings won by 8 Wickets,Kolkata Knight Riders,Punjab Kings,Punjab Kings,8 Wickets,Won
47,2020-10-27,Delhi Capitals v Sunrisers Hyderabad,Dubai,Sunrisers Hyderabad won by 88 Runs,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,88 Runs,Lost
48,2020-10-28,Mumbai Indians v Royal Challengers Bangalore,Abu Dhabi,Mumbai Indians won by 5 Wickets,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,5 Wickets,Won
49,2020-10-29,Chennai Super Kings v Kolkata Knight Riders,Dubai,Chennai Super Kings won by 6 Wickets,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,6 Wickets,Won
50,2020-10-30,Punjab Kings v Rajasthan Royals,Abu Dhabi,Rajasthan Royals won by 7 Wickets,Punjab Kings,Rajasthan Royals,Rajasthan Royals,7 Wickets,Won
51,2020-10-31,Delhi Capitals v Mumbai Indians,Dubai,Mumbai Indians won by 9 Wickets,Delhi Capitals,Mumbai Indians,Mumbai Indians,9 Wickets,Won
52,2020-10-31,Royal Challengers Bangalore v Sunrisers Hyderabad,Sharjah,Sunrisers Hyderabad won by 5 Wickets,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,5 Wickets,Won
53,2020-11-01,Chennai Super Kings v Punjab Kings,Abu Dhabi,Chennai Super Kings won by 9 Wickets,Chennai Super Kings,Punjab Kings,Chennai Super Kings,9 Wickets,Won
54,2020-11-01,Kolkata Knight Riders v Rajasthan Royals,Dubai,Kolkata Knight Riders won by 60 Runs,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,60 Runs,Lost
55,2020-11-02,Delhi Capitals v Royal Challengers Bangalore,Abu Dhabi,Delhi Capitals won by 6 Wickets,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,6 Wickets,Won
56,2020-11-03,Mumbai Indians v Sunrisers Hyderabad,Sharjah,Sunrisers Hyderabad won by 10 Wickets,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,10 Wickets,Won
1st Qualifying Final,2020-11-05,Delhi Capitals v Mumbai Indians,Dubai,Mumbai Indians won by 57 Runs,Delhi Capitals,Mumbai Indians,Mumbai Indians,57 Runs,Lost
Elimination Final,2020-11-06,Royal Challengers Bangalore v Sunrisers Hyderabad,Abu Dhabi,Sunrisers Hyderabad won by 6 Wickets,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,6 Wickets,Won
2nd Qualifying Final,2020-11-08,Delhi Capitals v Sunrisers Hyderabad,Abu Dhabi,Delhi Capitals won by 17 Runs,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,17 Runs,Lost
Final,2020-11-10,Delhi Capitals v Mumbai Indians,Dubai,Mumbai Indians won by 5 Wickets,Delhi Capitals,Mumbai Indians,Mumbai Indians,5 Wickets,Won
1,2021-04-09,Mumbai Indians v Royal Challengers Bangalore,Chennai,Royal Challengers Bangalore won by 2 Wickets,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,2 Wickets,Won
2,2021-04-10,Chennai Super Kings v Delhi Capitals,Mumbai,Delhi Capitals won by 7 Wickets,Chennai Super Kings,Delhi Capitals,Delhi Capitals,7 Wickets,Won
3,2021-04-11,Kolkata Knight Riders v Sunrisers Hyderabad,Chennai,Kolkata Knight Riders won by 10 Runs,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,10 Runs,Lost
4,2021-04-12,Punjab Kings v Rajasthan Royals,Mumbai,Punjab Kings won by 4 Runs,Punjab Kings,Rajasthan Royals,Punjab Kings,4 Runs,Lost
5,2021-04-13,Kolkata Knight Riders v Mumbai Indians,Chennai,Mumbai Indians won by 10 Runs,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,10 Runs,Lost
6,2021-04-14,Royal Challengers Bangalore v Sunrisers Hyderabad,Chennai,Royal Challengers Bangalore won by 6 Runs,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,6 Runs,Lost
7,2021-04-15,Delhi Capitals v Rajasthan Royals,Mumbai,Rajasthan Royals won by 3 Wickets,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,3 Wickets,Won
8,2021-04-16,Chennai Super Kings v Punjab Kings,Mumbai,Chennai Super Kings won by 6 Wickets,Chennai Super Kings,Punjab Kings,Chennai Super Kings,6 Wickets,Won
9,2021-04-17,Mumbai Indians v Sunrisers Hyderabad,Chennai,Mumbai Indians won by 13 Runs,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,13 Runs,Lost
10,2021-04-18,Kolkata Knight Riders v Royal Challengers Bangalore,Chennai,Royal Challengers Bangalore won by 38 Runs,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,38 Runs,Lost
11,2021-04-18,Delhi Capitals v Punjab Kings,Mumbai,Delhi Capitals won by 6 Wickets,Delhi Capitals,Punjab Kings,Delhi Capitals,6 Wickets,Won
12,2021-04-19,Chennai Super Kings v Rajasthan Royals,Mumbai,Chennai Super Kings won by 45 Runs,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,45 Runs,Lost
13,2021-04-20,Delhi Capitals v Mumbai Indians,Chennai,Delhi Capitals won by 6 Wickets,Delhi Capitals,Mumbai Indians,Delhi Capitals,6 Wickets,Won
14,2021-04-21,Punjab Kings v Sunrisers Hyderabad,Chennai,Sunrisers Hyderabad won by 9 Wickets,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,9 Wickets,Won
15,2021-04-21,Chennai Super Kings v Kolkata Knight Riders,Mumbai,Chennai Super Kings won by 18 Runs,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,18 Runs,Lost
16,2021-04-22,Rajasthan Royals v Royal Challengers Bangalore,Mumbai,Royal Challengers Bangalore won by 10 Wickets,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,10 Wickets,Won
17,2021-04-23,Mumbai Indians v Punjab Kings,Chennai,Punjab Kings won by 9 Wickets,Mumbai Indians,Punjab Kings,Punjab Kings,9 Wickets,Won
18,2021-04-24,Kolkata Knight Riders v Rajasthan Royals,Mumbai,Rajasthan Royals won by 6 Wickets,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,6 Wickets,Won
19,2021-04-25,Chennai Super Kings v Royal Challengers Bangalore,Mumbai,Chennai Super Kings won by 69 Runs,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,69 Runs,Lost
20,2021-04-25,Delhi Capitals v Sunrisers Hyderabad,Chennai,Sunrisers Hyderabad won by tie,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,tie,Tie
21,2021-04-26,Kolkata Knight Riders v Punjab Kings,Ahmedabad,Kolkata Knight Riders won by 5 Wickets,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,5 Wickets,Won
22,2021-04-27,Delhi Capitals v Royal Challengers Bangalore,Ahmedabad,Royal Challengers Bangalore won by 1 Run,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,1 Run,Won
23,2021-04-28,Chennai Super Kings v Sunrisers Hyderabad,Delhi,Chennai Super Kings won by 7 Wickets,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,7 Wickets,Won
24,2021-04-29,Mumbai Indians v Rajasthan Royals,Delhi,Mumbai Indians won by 7 Wickets,Mumbai Indians,Rajasthan Royals,Mumbai Indians,7 Wickets,Won
25,2021-04-29,Delhi Capitals v Kolkata Knight Riders,Ahmedabad,Delhi Capitals won by 7 Wickets,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,7 Wickets,Won
26,2021-04-30,Punjab Kings v Royal Challengers Bangalore,Ahmedabad,Punjab Kings won by 34 Runs,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,34 Runs,Lost
27,2021-05-01,Chennai Super Kings v Mumbai Indians,Delhi,Mumbai Indians won by 4 Wickets,Chennai Super Kings,Mumbai Indians,Mumbai Indians,4 Wickets,Won
28,2021-05-02,Rajasthan Royals v Sunrisers Hyderabad,Delhi,Rajasthan Royals won by 55 Runs,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,55 Runs,Lost
29,2021-05-02,Delhi Capitals v Punjab Kings,Ahmedabad,Delhi Capitals won by 7 Wickets,Delhi Capitals,Punjab Kings,Delhi Capitals,7 Wickets,Won
30,2021-09-19,Chennai Super Kings v Mumbai Indians,Dubai,Chennai Super Kings won by 20 Runs,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,20 Runs,Lost
31,2021-09-20,Kolkata Knight Riders v Royal Challengers Bangalore,Abu Dhabi,Kolkata Knight Riders won by 9 Wickets,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,9 Wickets,Won
32,2021-09-21,Punjab Kings v Rajasthan Royals,Dubai,Rajasthan Royals won by 2 Runs,Punjab Kings,Rajasthan Royals,Rajasthan Royals,2 Runs,Lost
33,2021-09-22,Delhi Capitals v Sunrisers Hyderabad,Dubai,Delhi Capitals won by 8 Wickets,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,8 Wickets,Won
34,2021-09-23,Kolkata Knight Riders v Mumbai Indians,Abu Dhabi,Kolkata Knight Riders won by 7 Wickets,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,7 Wickets,Won
35,2021-09-24,Chennai Super Kings v Royal Challengers Bangalore,Sharjah,Chennai Super Kings won by 6 Wickets,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,6 Wickets,Won
36,2021-09-25,Delhi Capitals v Rajasthan Royals,Abu Dhabi,Delhi Capitals won by 33 Runs,Delhi Capitals,Rajasthan Royals,Delhi Capitals,33 Runs,Lost
37,2021-09-25,Punjab Kings v Sunrisers Hyderabad,Sharjah,Punjab Kings won by 5 Runs,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,5 Runs,Lost
38,2021-09-26,Chennai Super Kings v Kolkata Knight Riders,Abu Dhabi,Chennai Super Kings won by 2 Wickets,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,2 Wickets,Won
39,2021-09-26,Mumbai Indians v Royal Challengers Bangalore,Dubai,Royal Challengers Bangalore won by 54 Runs,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,54 Runs,Lost
40,2021-09-27,Rajasthan Royals v Sunrisers Hyderabad,Dubai,Sunrisers Hyderabad won by 7 Wickets,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,7 Wickets,Won
41,2021-09-28,Delhi Capitals v Kolkata Knight Riders,Sharjah,Kolkata Knight Riders won by 3 Wickets,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,3 Wickets,Won
42,2021-09-28,Mumbai Indians v Punjab Kings,Abu Dhabi,Mumbai Indians won by 6 Wickets,Mumbai Indians,Punjab Kings,Mumbai Indians,6 Wickets,Won
43,2021-09-29,Rajasthan Royals v Royal Challengers Bangalore,Dubai,Royal Challengers Bangalore won by 7 Wickets,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,7 Wickets,Won
44,2021-09-30,Chennai Super Kings v Sunrisers Hyderabad,Sharjah,Chennai Super Kings won by 6 Wickets,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,6 Wickets,Won
45,2021-10-01,Kolkata Knight Riders v Punjab Kings,Dubai,Punjab Kings won by 5 Wickets,Kolkata Knight Riders,Punjab Kings,Punjab Kings,5 Wickets,Won
46,2021-10-02,Delhi Capitals v Mumbai Indians,Sharjah,Delhi Capitals won by 4 Wickets,Delhi Capitals,Mumbai Indians,Delhi Capitals,4 Wickets,Won
47,2021-10-02,Chennai Super Kings v Rajasthan Royals,Abu Dhabi,Rajasthan Royals won by 7 Wickets,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,7 Wickets,Won
48,2021-10-03,Punjab Kings v Royal Challengers Bangalore,Sharjah,Royal Challengers Bangalore won by 6 Runs,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,6 Runs,Lost
49,2021-10-03,Kolkata Knight Riders v Sunrisers Hyderabad,Dubai,Kolkata Knight Riders won by 6 Wickets,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,6 Wickets,Won
50,2021-10-04,Chennai Super Kings v Delhi Capitals,Dubai,Delhi Capitals won by 3 Wickets,Chennai Super Kings,Delhi Capitals,Delhi Capitals,3 Wickets,Won
51,2021-10-05,Mumbai Indians v Rajasthan Royals,Sharjah,Mumbai Indians won by 8 Wickets,Mumbai Indians,Rajasthan Royals,Mumbai Indians,8 Wickets,Won
52,2021-10-06,Royal Challengers Bangalore v Sunrisers Hyderabad,Abu Dhabi,Sunrisers Hyderabad won by 4 Runs,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,4 Runs,Lost
53,2021-10-07,Chennai Super Kings v Punjab Kings,Dubai,Punjab Kings won by 6 Wickets,Chennai Super Kings,Punjab Kings,Punjab Kings,6 Wickets,Won
54,2021-10-07,Kolkata Knight Riders v Rajasthan Royals,Sharjah,Kolkata Knight Riders won by 86 Runs,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,86 Runs,Lost
55,2021-10-08,Mumbai Indians v Sunrisers Hyderabad,Abu Dhabi,Mumbai Indians won by 42 Runs,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,42 Runs,Lost
56,2021-10-08,Delhi Capitals v Royal Challengers Bangalore,Dubai,Royal Challengers Bangalore won by 7 Wickets,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,7 Wickets,Won
1st Qualifying Final,2021-10-10,Chennai Super Kings v Delhi Capitals,Dubai,Chennai Super Kings won by 4 Wickets,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,4 Wickets,Won
1st Elimination Final,2021-10-11,Kolkata Knight Riders v Royal Challengers Bangalore,Sharjah,Kolkata Knight Riders won by 4 Wickets,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,4 Wickets,Won
2nd Qualifying Final,2021-10-13,Delhi Capitals v Kolkata Knight Riders,Sharjah,Kolkata Knight Riders won by 3 Wickets,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,3 Wickets,Won
Final,2021-10-15,Chennai Super Kings v Kolkata Knight Riders,Dubai,Chennai Super Kings won by 27 Runs,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,27 Runs,Lost
